resource_id,state,service_area,city,resource_name,category,population_served,phone_primary,phone_secondary,text_contact,website,address,services,eligibility_and_intake,cost_notes,mat_notes,certification_or_authority,availability_note,last_verified,source_url
ME011,Maine,Statewide,Auburn,Good Shepherd Food Bank,Food and basic needs,People experiencing food insecurity,(207) 782 3554,,,https://www.feedingmaine.org/,"3121 Hotel Road, Auburn, ME 04210","Statewide food assistance network, pantry locator, SNAP support, and partner agencies.",Use the food map or call for a nearby partner pantry.,,,Feeding Maine and Feeding America member,"Call or check the linked page to confirm current hours, openings, and eligibility.",2026-08-03,https://www.feedingmaine.org/
ME012,Maine,Statewide,,Maine Crisis Line,Mental health crisis,Anyone experiencing a mental health crisis or concerned about another person,(888) 568 1112,,,https://www.maine.gov/dhhs/obh/support-services/crisis-services, ,"Immediate crisis assessment, support, safety planning, and connection to mobile crisis services.",Call directly.,Free confidential crisis support.,,Maine Department of Health and Human Services,"Available 24 hours a day, 7 days a week.",2026-08-03,https://www.maine.gov/dhhs/obh/support-services/crisis-services
ME013,Maine,Statewide,,Maine Intentional Warm Line,Peer mental health support,Adults seeking non crisis peer support for mental health and recovery,(866) 771 9276,,,https://www.maine.gov/dhhs/obh/support-services/intentional-warm-line, ,"Peer support, listening, recovery encouragement, and connection to community resources.","Call directly. This is a warm line, not an emergency line.",Free.,,Maine Office of Behavioral Health,"Available 24 hours a day, 7 days a week.",2026-08-03,https://www.maine.gov/dhhs/obh/support-services/intentional-warm-line
ME014,Maine,Statewide,,Maine BMV Non Driver Identification Card,Identification and documents,Maine residents who need a state identification card and do not hold a valid driver license,,,,https://www.maine.gov/sos/bmv/licenses/id.html, ,"Application information, identity and residency document requirements, fees, renewals, and replacements for Maine ID cards.",Review required documents and apply at a Bureau of Motor Vehicles branch.,,,Maine Bureau of Motor Vehicles,"Call or check the linked page to confirm current hours, openings, and eligibility.",2026-08-03,https://www.maine.gov/sos/bmv/licenses/id.html
ME015,Maine,Greater Portland,Portland,Portland Recovery Community Center,Peer recovery support,"People in recovery, family members, and allies",(207) 553 2575,,,https://portlandrecovery.org/,"102 Bishop Street, Portland, ME 04103","Peer recovery coaching, meetings, community activities, family support, and resource navigation.","Call, visit, or check the meeting and program calendar.",Many services are free.,,Maine recovery community organization,"Call or check the linked page to confirm current hours, openings, and eligibility.",2026-08-03,https://portlandrecovery.org/
ME016,Maine,Statewide placement,Windham,Southern Maine Women's Reentry Center,Women's reentry center,Justice involved women placed by the Maine Department of Corrections,(207) 893 7132,,,https://www.maine.gov/corrections/correctional-facilities/smwrc,"230 River Road, Windham, ME 04062","Reentry focused residential programming, employment, education, treatment, family connections, and transition planning.",Placement is coordinated through the Maine Department of Corrections.,,,Maine Department of Corrections,"Call or check the linked page to confirm current hours, openings, and eligibility.",2026-08-03,https://www.maine.gov/corrections/correctional-facilities/smwrc
ME017,Maine,Bangor area,Bangor,Fresh Start Sober Living,Sober living,"Adults in recovery, with house specific populations",(207) 481 8201,,,https://www.freshstartsoberliving.org/, ,"Structured sober housing, peer accountability, and recovery community support.","Call for screening, house rules, fees, medication policy, and openings.",,,Recovery housing provider,"Call or check the linked page to confirm current hours, openings, and eligibility.",2026-08-03,https://thetransformationproject.org/resources/recovery-housing/
ME018,Maine,Bangor area,Bangor,Wellspring Infinity House,Women's residential recovery,Women with substance use disorders,(207) 941 1612,,,https://wellspringmaine.com/, ,Residential substance use treatment and recovery support for women.,"Call for clinical screening, referral requirements, and current availability.",,,Maine behavioral health provider,"Call or check the linked page to confirm current hours, openings, and eligibility.",2026-08-03,https://thetransformationproject.org/resources/recovery-housing/
ME019,Maine,Greater Portland,Portland,Foundation House,Men's recovery residence,Men in recovery,(207) 791 2002,,,https://foundationhouse.com/, ,"Structured recovery residence, community support, life skills, and long term recovery planning.","Call for an interview, fees, rules, medication policy, and openings.",,,Recovery residence provider,"Call or check the linked page to confirm current hours, openings, and eligibility.",2026-08-03,https://thetransformationproject.org/resources/recovery-housing/
ME020,Maine,Greater Portland,Portland,Crossroads Women's Residential Program,Women's residential recovery,Women seeking residential substance use treatment,(877) 978 1667,,,https://crossroadsme.org/, ,"Residential treatment, trauma informed care, recovery planning, and support for women.",Call admissions for assessment and current availability.,,,Maine licensed behavioral health provider,"Call or check the linked page to confirm current hours, openings, and eligibility.",2026-08-03,https://thetransformationproject.org/resources/recovery-housing/
