resource_id,state,service_area,city,resource_name,category,population_served,phone_primary,phone_secondary,text_contact,website,address,services,eligibility_and_intake,cost_notes,mat_notes,certification_or_authority,availability_note,last_verified,source_url
NC011,North Carolina,Statewide,,North Carolina DMV Identification Card,Identification and documents,(919) 715-7000,,,,https://www.ncdot.gov/dmv/license-id/identification/Pages/default.aspx, ,"State identification card requirements, fees, replacement, and DMV locations.",Review proof requirements and apply at a driver license office.,,,North Carolina Division of Motor Vehicles,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://www.ncdot.gov/dmv/license-id/identification/Pages/default.aspx
NC012,North Carolina,Statewide,,Feeding the Carolinas Food Bank Network,Food and basic needs,,,,,https://feedingthecarolinas.org/find-food/, ,Regional food bank and pantry locator covering all North Carolina counties.,Use the regional food bank finder or call NC 211.,,,Feeding the Carolinas,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://feedingthecarolinas.org/find-food/
NC013,North Carolina,Charlotte area,Charlotte,The Blanchard Institute Charlotte PHP and IOP,Private PHP and IOP,Adults and families seeking addiction and co-occurring outpatient care,,,,https://www.theblanchardinstitute.com/locations/charlotte-nc/, ,"Outpatient detox, partial hospitalization, morning and evening IOP, standard outpatient, recovery management, family systems care, and mental health PHP/IOP.",Call admissions through the website for assessment and insurance verification.,In-network with multiple commercial plans. Verify benefits.,,Private outpatient addiction provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://www.theblanchardinstitute.com/locations/charlotte-nc/
NC014,North Carolina,Charlotte area,Charlotte,Carolina Center for Recovery PHP and IOP,Private PHP and IOP,Adults age 18 and older with substance use and co-occurring mental health conditions,,,,https://carolinacenterforrecovery.com/,"7349 Statesville Road, Charlotte, NC 28269","Medical detox, residential treatment, PHP, IOP, outpatient, psychiatric care, family programming, and alumni support.",Call or submit a web inquiry for clinical assessment and insurance verification.,Commercial insurance and self-pay. Verify network status.,Medication management and opioid-use-disorder protocols are available.,North Carolina DHSR licensed provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://carolinacenterforrecovery.com/
NC015,North Carolina,Asheville area,Asheville,Asheville Recovery Center PHP and IOP,Private PHP and IOP,Adults with addiction and co-occurring mental health needs,(828) 518-6996,,,https://ashevillerecoverycenter.com/,"9 Old Burnsville Hill Road, Suite 7, Asheville, NC 28804","Partial hospitalization, evening IOP, virtual IOP, dual-diagnosis care, MAT, long-term care, and aftercare.",Call for a free clinical assessment.,Most major commercial insurance. Does not accept Medicaid or Medicare.,Medication-assisted treatment is available.,Private addiction provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://ashevillerecoverycenter.com/
NC016,North Carolina,Asheville area,Asheville,Next Step Recovery SACOT and IOP,Private PHP-equivalent and IOP,Men age 18 and older with substance use and co-occurring mental health needs,(828) 761-0722,(828) 350-9960,,https://nextsteprecovery.com/,"900 Hendersonville Road, Suite 203, Asheville, NC 28803","SACOT, North Carolina's PHP-equivalent, intensive outpatient, outpatient, supportive housing, relapse prevention, and MAT.",Call admissions. Background screening and program approval apply.,Private insurance and payment plans. Verify.,Medication-assisted treatment is available.,Joint Commission accredited,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://nextsteprecovery.com/
NC017,North Carolina,Raleigh area,Raleigh,SouthLight Raleigh Hub SAIOP,Public and insurance-based IOP,"Adults seeking substance use treatment, opioid treatment, and mental health support",(919) 787-6131,,,https://southlight.org/locations/,"2101 Garner Road, Raleigh, NC 27610","Substance Use Intensive Outpatient Program, opioid treatment, outpatient therapy, medication management, peer support, and pharmacy.",Call for assessment or referral.,Welcomes people with or without insurance. Public funding may be available.,"Methadone, office-based opioid treatment, and medication management are available.",North Carolina behavioral health provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://southlight.org/locations/
NC018,North Carolina,Durham and Orange Counties,Durham,SouthLight Durham SAIOP,Public and insurance-based IOP,Adults with mental health or substance use needs,(984) 263-8887,,,https://southlight.org/locations/durham/,"1201 North Roxboro Street, Durham, NC 27701","SAIOP, office-based opioid treatment, psychiatric medication management, outpatient counseling, peer support, and community support.",Call for appointment or referral.,Welcomes people with or without insurance.,Office-based opioid treatment is available.,North Carolina behavioral health provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://southlight.org/locations/durham/
NC019,North Carolina,Western North Carolina,Mill Spring,Pavillon Residential and Outpatient Treatment,Private residential and outpatient treatment,Adults and professionals seeking addiction treatment,(828) 694-2300,(800) 392-4808,,https://www.pavillon.org/,"241 Pavillon Place, Mill Spring, NC 28756","Residential treatment, outpatient treatment, extended care, family services, professionals programs, and continuing care.",Call admissions for assessment and insurance verification.,Commercial insurance and self-pay.,,Private nonprofit addiction provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://www.pavillon.org/
NC020,North Carolina,Charlotte area,Charlotte,Hope Haven Recovery Residence,Level 4 recovery housing,Men and women in recovery,(704) 372-8809,,,https://hopehaveninc.org/, ,"Level 4 recovery housing with structured services, employment support, and long-term recovery community.",Call Karen King or the main office for screening.,,,NCARR member,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://hopehaveninc.org/
NC021,North Carolina,Charlotte area,Charlotte,The Blanchard Institute Austin's House,Private Level 4 recovery housing,Men in recovery,(704) 614-3998,,,https://www.theblanchardinstitute.com/, ,Structured recovery residence linked to clinical care and extended-care support.,Call the extended-care manager for screening and vacancy.,Private-pay housing; treatment billing may be separate.,,NCARR Level 4 member,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://www.theblanchardinstitute.com/
NC022,North Carolina,Charlotte area,Charlotte,Replanted Recovery Villas,Certified recovery housing,Men and women in recovery,(704) 517-8728,,,https://replantedrecovery.org/, ,"Level 3 recovery residence, peer accountability, life skills, and recovery support.",Call or email for screening and vacancy.,,,NCARR Level 3 member,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://replantedrecovery.org/
NC023,North Carolina,Wilmington area,Wilmington,The Launch Pad Recovery Residence,Certified recovery housing,Men and women in recovery,(910) 632-2344,,,https://launchpadwellness.com/, ,"Level 3 recovery housing, wellness support, accountability, and community integration.",Call for screening and availability.,,,NCARR Level 3 member,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://launchpadwellness.com/
NC024,North Carolina,Asheville area,Asheville,Footprints Recovery,Certified men's sober living,Men in recovery,(828) 829-2562,,,https://ncarr.org/member-homes/, ,Level 3 men's recovery housing and peer support.,Call for screening and vacancy.,,,NCARR Level 3 member,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://ncarr.org/member-homes/
NC025,North Carolina,Asheville area,Asheville,Oak Tree Recovery Homes,Certified men's sober living,Men in recovery,(828) 275-1319,,,https://ncarr.org/member-homes/, ,Level 3 men's recovery housing with structured accountability.,Call for screening and vacancy.,,,NCARR Level 3 member,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://ncarr.org/member-homes/
NC026,North Carolina,Boone area,Boone,Homestead Recovery Center,Certified recovery housing,Men and women in recovery,(828) 406-8069,,,https://homesteadrecoverync.org/, ,"Level 3 recovery housing, peer support, case management, and community connection.",Call for screening and current opening.,,,NCARR Level 3 member,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://homesteadrecoverync.org/
NC027,North Carolina,New Bern area,New Bern,Realize U 252,Certified men's recovery housing,Men in recovery,(252) 499-0143,,,https://realizeu252.org/, ,"Level 3 men's recovery housing, peer support, and recovery coaching.",Call for screening and vacancy.,,,NCARR Level 3 member,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://realizeu252.org/
NC028,North Carolina,Asheville area,Asheville,Revive Residence,Private women's sober living,Women in recovery,(510) 646-0571,,,https://reviveresidence.com/, ,"Level 2 women's sober living with community, structure, and recovery support.",Call or email for screening and availability.,Private-pay.,,NCARR Level 2 member,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://reviveresidence.com/
NC029,North Carolina,Matthews and Charlotte area,Matthews,Sana House Recovery Residence,Private men's sober living,Men in recovery,(704) 877-4140,,,https://sanarecovery.com/, ,Level 2 men's recovery residence with accountability and peer support.,Call for screening and vacancy.,Private-pay.,,NCARR Level 2 member,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://sanarecovery.com/
NC030,North Carolina,Asheville area,Asheville,Lighthouse Recovery,Certified recovery housing,Men and women in recovery,(828) 225-4900,,,https://lighthouse.house/, ,Level 2 recovery housing with peer support and community integration.,Call for screening and vacancy.,,,NCARR Level 2 member,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://lighthouse.house/
NC031,North Carolina,Ocean Isle Beach area,Ocean Isle Beach,Beach House Recovery,Private men's sober living,Men in recovery,(910) 712-2241,,,https://ncarr.org/member-homes/, ,Level 2 men's sober living near the coast.,Call for screening and vacancy.,Private-pay.,,NCARR Level 2 member,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://ncarr.org/member-homes/
NC032,North Carolina,Multiple North Carolina communities,,Vanderburgh Sober Living North Carolina,Private sober living,Men and women in recovery,(844) 762-3747,,,https://www.vanderburghhouse.com/north-carolina/, ,Level 2 peer-supported sober homes in multiple communities.,"Call intake for locations, fees, and vacancy.",Private-pay.,,NCARR member,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://www.vanderburghhouse.com/north-carolina/
