resource_id,state,service_area,city,resource_name,category,population_served,phone_primary,phone_secondary,text_contact,website,address,services,eligibility_and_intake,cost_notes,mat_notes,certification_or_authority,availability_note,last_verified,source_url
NY011,New York,Statewide,Latham,Regional Food Bank and Food Bank Association of New York State,Food and basic needs,,(518) 786-3691,,,https://feedingnys.org/find-food/,,Statewide food bank and pantry locator with SNAP and emergency food connections.,Use the regional food bank finder.,,,Feeding New York State,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://feedingnys.org/find-food/
NY012,New York,Statewide,,New York DMV Non-Driver ID Card,Identification and documents,,(518) 486-9786,(800) 698-2931,,https://dmv.ny.gov/non-driver-id,,"Non-driver ID application, document requirements, fees, renewals, and replacements.",Review proof requirements and apply through DMV.,,,New York State Department of Motor Vehicles,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://dmv.ny.gov/non-driver-id
NY013,New York,New York City,New York,Mountainside NYC Outpatient Center,Private IOP treatment,Adults seeking addiction and co-occurring outpatient treatment,(212) 492-8088,(800) 500-0399,,https://www.mountainside.com/locations/new-york-city/,"243 West 18th Street, New York, NY 10011","Private intensive outpatient, outpatient, recovery coaching, family wellness, and medication support.",Call for clinical assessment and insurance verification.,Private insurance and self-pay. Verify benefits.,,Private accredited addiction provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://www.mountainside.com/locations/new-york-city/
NY014,New York,Westchester County,Chappaqua,Mountainside Chappaqua Outpatient Center,Private IOP treatment,Adults and adolescents seeking addiction outpatient care,(914) 534-6030,(800) 500-0399,,https://www.mountainside.com/locations/chappaqua/,"480 North Bedford Road, Chappaqua, NY 10514","Private IOP, outpatient treatment, recovery coaching, and family services.",Call for assessment and insurance verification.,Private insurance and self-pay.,,Private accredited addiction provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://www.mountainside.com/locations/chappaqua/
NY015,New York,Suffolk County,Huntington,Mountainside Huntington Outpatient Center,Private IOP treatment,Adults seeking addiction outpatient care,(631) 456-4646,(800) 500-0399,,https://www.mountainside.com/locations/huntington/,"141 East Main Street, Huntington, NY 11743","Private IOP, outpatient treatment, recovery coaching, and family support.",Call for assessment and benefits verification.,Private insurance and self-pay.,,Private accredited addiction provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://www.mountainside.com/locations/huntington/
NY016,New York,New York City,New York,Ascendant New York IOP and Day Program,Private IOP and day treatment,Adults seeking private addiction treatment in Manhattan,(917) 456-9288,,,https://www.ascendantny.com/,"113 East 60th Street, New York, NY 10022","Private intensive outpatient, structured day program, outpatient detox, psychiatric support, and continuing care.",Call admissions for a confidential assessment.,Commercial insurance and private-pay options. Verify.,,Private addiction treatment provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://www.ascendantny.com/
NY017,New York,New York City,New York,Parallax Center Intensive Outpatient Program,Private IOP and outpatient detox,Adults seeking outpatient detox and addiction treatment,(212) 779-9207,,,https://www.parallaxcenter.com/,"145 East 32nd Street, 6th Floor, New York, NY 10016","Outpatient detoxification, intensive outpatient, standard outpatient, psychiatric services, telehealth, and vocational support.",Call admissions for screening.,"Accepts many private plans, managed care, and Medicaid. Verify current coverage.",,New York OASAS outpatient provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://www.parallaxcenter.com/
NY018,New York,New York City,New York,"Silver Hill New York, formerly Freedom Institute",Private IOP treatment,"Adults, adolescents, and families seeking addiction and mental health outpatient care",(212) 838-0044,,,https://www.freedominstitute.org/,"515 Madison Avenue, 13th Floor, New York, NY 10022","Private intensive outpatient, outpatient counseling, family services, psychiatric consultation, and recovery support.",Call admissions.,Private insurance and self-pay. Ask about financial assistance.,,Private nonprofit treatment provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://www.freedominstitute.org/
NY019,New York,Suffolk County,Riverhead,Seafield Riverhead Outpatient,IOP treatment,Adults and adolescents age 13 and older,(631) 369-7800,(800) 448-4808,,https://www.seafieldcenter.com/riverhead,"240 West Main Street, Riverhead, NY 11901","Intensive outpatient, clinical outpatient, MAT, psychiatric services, family services, DWI, and Spanish-language care.",Call for assessment.,Most insurance accepted. Self-pay sliding scale may be available.,Medication-assisted treatment is offered.,New York OASAS licensed provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://www.seafieldcenter.com/riverhead
NY020,New York,Suffolk and Nassau area,Amityville,Seafield Amityville Outpatient and Day Treatment,IOP and day treatment,Adults and adolescents age 13 and older,(631) 424-2900,(800) 448-4808,Call or text (631) 288-1122,https://www.seafieldcenter.com/amityville,"37 John Street, Amityville, NY 11701","Day treatment, intensive outpatient, outpatient detox support, MAT, dual-focus groups, and family services.",Call for assessment.,Most insurance accepted. Sliding scale may be available.,Medication for addiction treatment is offered.,New York OASAS licensed provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://www.seafieldcenter.com/amityville
NY021,New York,Suffolk County,Medford,Seafield Medford Outpatient,IOP treatment,Adults and adolescents age 13 and older,(631) 451-6007,(800) 448-4808,,https://www.seafieldcenter.com/medford,"3251 Route 112, Building 9, Suite 2, Medford, NY 11763","Intensive outpatient, MAT, psychiatric services, reentry groups, family care, and co-occurring treatment.",Call for assessment.,Most insurance accepted. Sliding scale may be available.,Medication-assisted treatment is offered.,New York OASAS licensed provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://www.seafieldcenter.com/medford
NY022,New York,Long Island,Freeport,Integrity Treatment Partners IOP,Private IOP treatment,Adults seeking outpatient addiction treatment on Long Island,(516) 210-5049,,,https://www.integritytreatmentpartners.com/programs/intensive-outpatient-long-island,,"Private in-person, virtual, and hybrid IOP, standard outpatient, MAT, counseling, and sober-living coordination.",Call for assessment and benefits verification.,Private insurance and self-pay. Verify current network status.,"Offers Suboxone, Sublocade, Vivitrol, Brixadi, and other medication support.",OASAS and Joint Commission provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://www.integritytreatmentpartners.com/programs/intensive-outpatient-long-island
NY023,New York,New York City,New York,Transcend NYC Recovery Residence,Private sober living,Men seeking highly structured private recovery housing,,,,https://transcend.nyc/,"Upper West Side, New York, NY","Private staffed recovery residence, case management, coaching, medication monitoring, transport, and alumni support.",Contact admissions through the website for screening and availability.,"Private-pay, premium recovery residence. Request current rates.",,NYSARR certified recovery residence,Exact residence details and vacancies are provided during admissions.,2026-08-03,https://transcend.nyc/
NY024,New York,Nassau and Suffolk Counties,Freeport,Transformation House,Private sober living,Men committed to recovery and structured sober living,(516) 232-7459,,,https://www.transformationhouse.life/,"Locations in Freeport, Valley Stream, and Copiague, NY","Private men's sober living with accountability, life skills, job readiness, routines, and peer community.",Call for a confidential consultation and current openings.,Private-pay. Request current fees.,,Private recovery residence; not a clinical treatment provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://www.transformationhouse.life/
NY025,New York,Nassau County,Freeport,Integrity Sober Homes,Private sober living,Men seeking structured sober living,(516) 210-5049,,,https://www.integritysoberhomes.com/,"Freeport and Uniondale, NY","Private sober living with structured accountability and linkage to IOP, counseling, and MAT through a separate treatment provider.","Call for screening, fees, expectations, and vacancy.",Private-pay housing. Treatment billed separately.,,Private sober living provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://www.integritysoberhomes.com/
NY026,New York,Westchester County,Mount Vernon,Recovery Houses of Westchester,Private sober living,Men in recovery,(914) 348-1946,,,https://www.recoveryhousesofwestchester.com/,"Mount Vernon and Yonkers, NY","Private phased recovery housing with structure, accountability, employment expectations, and peer support.",Call for screening and openings.,Private-pay. Request current rates.,,Private recovery housing provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://www.recoveryhousesofwestchester.com/
NY027,New York,Long Island,,Long Island Sober Living,Private sober living,Men and women seeking transitional recovery housing,,,,https://longislandsoberliving.com/,,"Private transitional sober homes, recovery accountability, and community support.","Use the contact form for screening, fees, and availability.",Private-pay. Request rates.,,Private recovery residence provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://longislandsoberliving.com/
NY028,New York,Suffolk County,Shirley,New Roots Sober Living,Private sober living,Men rebuilding stability in recovery,,,,https://www.newrootssoberliving.com/,"Shirley and Mastic, NY",Private structured sober living with peer accountability and recovery-focused routines.,Use the contact page for a phone screening and vacancy.,Private-pay. Request rates.,,Private recovery housing provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://www.newrootssoberliving.com/
NY029,New York,Suffolk County,Holtsville,Our New Journey Recovery Homes,Certified sober living,Adults seeking recovery housing on Long Island,,,,https://onjproperties.com/,"Holtsville, NY 11742","Recovery homes with structure, peer support, and recovery community connections.",Contact the provider for screening and openings.,Request current fees.,,NYSARR certified recovery residence,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://onjproperties.com/
NY030,New York,"Statewide, Albany, Binghamton, and Long Island",,OASAS Young Adult Recovery Residences,Recovery housing for young adults,Young adults ages 18 to 24 with substance use disorder and documented housing need,,,,https://oasas.ny.gov/recovery-residences-young-adults,,"Staffed recovery residence, peer support, case management, and vocational, educational, and family goals.",Email recoveryresidence@oasas.ny.gov for screening.,Grant-funded living expenses and rent may be available for eligible participants.,,New York State OASAS,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://oasas.ny.gov/recovery-residences-young-adults
NY031,New York,New York City and Long Island,,Samaritan Daytop Village Addiction Treatment,Outpatient and residential treatment,"Adults, adolescents, families, veterans, and justice-involved people",(855) 322-4357,,,https://samaritanvillage.org/people-we-serve/people-with-addictions,,"Outpatient, residential, opioid treatment, reentry, veteran, family, and supportive housing services.",Call the treatment access number.,Accepts public and private coverage depending on program.,,New York OASAS provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://samaritanvillage.org/people-we-serve/people-with-addictions
NY032,New York,New York City,New York,Odyssey House Outpatient Services,Outpatient treatment,"Adults, adolescents, families, and people with co-occurring needs",(866) 888-7880,,,https://odysseyhousenyc.org/treatment-programs/outpatient-services/,,"Outpatient substance use treatment, medication support, family services, peer support, and recovery management.",Call admissions.,Accepts Medicaid and other coverage depending on program.,,New York OASAS licensed provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://odysseyhousenyc.org/treatment-programs/outpatient-services/
