resource_id,state,service_area,city,resource_name,category,population_served,phone_primary,phone_secondary,text_contact,website,address,services,eligibility_and_intake,cost_notes,mat_notes,certification_or_authority,availability_note,last_verified,source_url
TX011,Texas,Statewide,,Texas 988 Suicide and Crisis Lifeline,Mental health crisis,"Anyone experiencing a mental health, substance use, or emotional crisis",988,,Text 988,https://www.hhs.texas.gov/services/mental-health-substance-use/mental-health-crisis-services/988-suicide-crisis-lifeline,,"Crisis counseling, safety planning, and connection to local crisis services.",Call or text 988.,Free and confidential.,,Texas behavioral health crisis system,"Available 24 hours a day, 7 days a week.",2026-08-07,https://www.hhs.texas.gov/services/mental-health-substance-use/mental-health-crisis-services/988-suicide-crisis-lifeline
TX012,Texas,Dallas area,Dallas,Homeward Bound Dallas Outpatient Services,Outpatient and public treatment,Adults seeking substance use and behavioral health treatment,(214) 941-3500,,,https://www.homewardboundinc.org/,,"Substance use outpatient treatment, behavioral health care, residential services, peer support, and community referrals.",Contact admissions or the University Hills location for assessment.,"Public funding, Medicaid, insurance, and self-pay vary.",,Texas licensed nonprofit behavioral health provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-07,https://www.homewardboundinc.org/
TX013,Texas,Dallas and North Texas,Dallas,Nexus Recovery Center,Women's residential and family treatment,"Women, pregnant and parenting women, and children affected by substance use",(214) 321-0156,,,https://nexusrecovery.org/,,"Women's residential and outpatient treatment, parenting support, child development services, peer recovery, and family-centered care.",Call for screening and program placement.,"Public funding, Medicaid, grants, insurance, and self-pay may be available.",,Texas nonprofit women and family treatment provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-07,https://nexusrecovery.org/
TX014,Texas,Austin area,Austin,Omega Recovery,Private PHP and IOP,"Adults with substance use, mental health, or co-occurring conditions",,,,https://omegarecovery.org/,,"Private PHP, five-day IOP, three-day IOP, outpatient care, mental health treatment, and recovery planning.",Call admissions for assessment and insurance verification.,Commercial insurance and self-pay.,,Private behavioral health provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-07,https://omegarecovery.org/
TX015,Texas,Austin and Houston,Austin,Eudaimonia Recovery Homes,Private sober living,Men and women seeking structured sober housing,(713) 818-2361,,,https://eudaimoniahomes.com/sober-living/,,"Drug- and alcohol-free residences with house rules, testing, peer support, and accountability while residents work, attend school, or receive outpatient care.","Call admissions for location, gender-specific placement, rates, and vacancy.",Private-pay. Rates vary by city and housing option.,,Private recovery housing provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-07,https://eudaimoniahomes.com/sober-living/
TX016,Texas,Houston area,Houston,Taylor Recovery Center,"Private PHP, IOP, and sober living",Adults seeking addiction and co-occurring treatment,(713) 557-8573,,,https://www.taylorrecovery.com/,,"Medical detox, residential treatment, PHP, IOP, dual-diagnosis treatment, and apartment-style sober living.",Call admissions for assessment and insurance verification.,Commercial insurance and self-pay.,,Private addiction treatment provider,Admissions help is available 24 hours a day.,2026-08-07,https://www.taylorrecovery.com/
TX017,Texas,San Antonio area,San Antonio,San Antonio Recovery Center Intensive Outpatient,Private IOP,Adults stepping down from residential or PHP care or needing structured outpatient treatment,(866) 957-7885,,,https://www.sanantoniorecoverycenter.com/,,"Private intensive outpatient, outpatient, recovery planning, and connection to higher levels of care.",Call admissions for assessment and benefits verification.,Commercial insurance and self-pay.,,CARF-accredited addiction treatment provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-07,https://www.sanantoniorecoverycenter.com/
TX018,Texas,Austin area,Austin,Recovery Unplugged Austin,Private PHP and IOP,Adults with addiction and co-occurring mental health needs,,,,https://www.recoveryunplugged.com/locations/austin-tx/,,"Private detox, residential treatment, PHP, IOP, outpatient, medication support, and music-assisted therapy.",Call admissions for clinical assessment and insurance verification.,Commercial insurance and self-pay.,Medication-assisted treatment may be available when clinically appropriate.,Private accredited provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-07,https://www.recoveryunplugged.com/locations/austin-tx/
TX019,Texas,Dallas Fort Worth,Grand Prairie,Greenhouse Treatment Center,"Private residential, PHP, and IOP",Adults seeking addiction and co-occurring treatment,,,,https://greenhousetreatment.com/,,"Medical detox, residential, PHP, IOP, outpatient, veterans services, and continuing care.",Call admissions for assessment and insurance verification.,"Commercial insurance, veterans benefits, and self-pay.",,Private accredited addiction provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-07,https://greenhousetreatment.com/
TX020,Texas,Dallas Fort Worth,Dallas,Discovery Point Retreat Dallas Outpatient,"Private PHP, IOP, and sober living",Adults seeking addiction and dual-diagnosis outpatient care,(855) 245-7133,,,https://discoverypointretreat.com/locations/dallas-rehab-center/,"4306 Capitol Ave, Dallas, TX 75204","PHP, day and evening IOP, aftercare, optional MAT, and Roots and Summit sober living with transportation.","Call admissions for assessment, housing screening, and insurance verification.",Accepts most major insurance plans and self-pay.,Optional medication-assisted treatment is available when clinically appropriate.,Joint Commission accredited provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-07,https://discoverypointretreat.com/locations/dallas-rehab-center/
TX021,Texas,"Statewide, multiple locations",,Cenikor Foundation Treatment and Recovery Housing,"PHP, outpatient, MAT, and recovery housing",Adults and adolescents seeking addiction treatment and adults needing recovery housing,,,,https://www.cenikor.org/,,"Detoxification, residential treatment, PHP, outpatient care, MAT, aftercare, recovery support, and affordable recovery housing.",Use the location finder or call admissions.,"Commercial insurance, Texas Medicaid, HHSC funding, self-pay, and other plans vary by program.",Medication-assisted treatment is part of the treatment continuum.,Joint Commission and CARF-accredited nonprofit provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-07,https://www.cenikor.org/
TX022,Texas,Dallas area,Dallas,The Magdalen House,Free recovery services and residential support,Women and men with alcohol use disorder,(214) 324-9261,,,https://magdalenhouse.org/,"4513 Gaston Avenue, Dallas, TX 75246","Free residential and nonresidential alcohol recovery programs, peer community, education, and continuing recovery support.",Complete a phone screen.,Recovery services are free.,,Dallas nonprofit recovery organization,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-07,https://magdalenhouse.org/
TX023,Texas,Hill Country and statewide intake,Hunt,La Hacienda Treatment Center,Private residential and IOP,Adults with alcohol or drug addiction and co-occurring needs,(830) 238-4222,,,https://www.lahacienda.com/,"145 La Hacienda Way Southwest, Hunt, TX 78024","Medical detox, inpatient residential treatment, family programming, trauma services, and Austin-area intensive outpatient treatment.",Call admissions for assessment and insurance verification.,In-network with many major commercial insurance plans and accepts self-pay.,,Private addiction treatment provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-07,https://www.lahacienda.com/
TX024,Texas,San Antonio and Austin region,Center Point,Starlite Recovery Center,Private residential and IOP,"Adults with substance use and co-occurring needs, including veterans and LGBTQ clients",(833) 730-2035,,,https://www.starliterecovery.com/,"230 Mesa Verde Dr, Center Point, TX 78010","Detox, residential rehab, intensive outpatient treatment, telehealth, and specialty recovery tracks.",Call for assessment and insurance verification.,Commercial insurance and self-pay.,,Private accredited addiction provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-07,https://www.starliterecovery.com/
TX025,Texas,Dallas Fort Worth,Dallas,Discovery Point Roots and Summit Sober Living,Private treatment-linked sober living,Men and women enrolled in Discovery Point PHP or IOP,(855) 245-7133,,,https://discoverypointretreat.com/programs/outpatient-addiction-treatment/,,"Six Dallas-area sober homes with men's, women's, and co-ed options plus free daily transportation to PHP or IOP.",Placement is coordinated through Discovery Point admissions for active outpatient clients.,Contact admissions for housing cost and insurance-related treatment charges.,,Discovery Point Retreat recovery housing program,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-07,https://discoverypointretreat.com/programs/outpatient-addiction-treatment/
TX026,Texas,Houston and statewide locations,,Cenikor Recovery Housing,Recovery housing,"Adults who have completed detox, residential, or outpatient treatment and need a sober transition",,,,https://www.cenikor.org/programs/recovery-housing/,,"Affordable sober housing, recovery coaching, peer community, onsite staff, and connection to outpatient and aftercare services.",Contact Cenikor and ask about current recovery-housing locations and vacancies.,Published housing starts around $100 per week; confirm current rates.,,Cenikor Foundation,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-07,https://www.cenikor.org/programs/recovery-housing/
