resource_id,state,service_area,city,resource_name,category,population_served,phone_primary,phone_secondary,text_contact,website,address,services,eligibility_and_intake,cost_notes,mat_notes,certification_or_authority,availability_note,last_verified,source_url
IN011,Indiana,Fort Wayne,Fort Wayne,The Thirteen Step House,Recovery residence,"Men, confirm with provider",(260) 424 2341,,,https://www.in.gov/fssa/dmha/recovery-works/recovery-works-providers/recovery-residences/,"1317 West Washington Boulevard, Fort Wayne, IN 46802",Recovery residence and structured recovery support. Exact services vary by provider.,"Call the provider directly for screening, fees, medication policy, and current openings.",,,Listed by Indiana DMHA as a Recovery Works recovery residence provider,Call to confirm current provider status and vacancy.,2026-08-02,https://www.in.gov/fssa/dmha/recovery-works/recovery-works-providers/recovery-residences/
IN012,Indiana,Fort Wayne,Fort Wayne,Victory House for Women,Recovery residence,Women,(260) 557 6183,,,https://www.in.gov/fssa/dmha/recovery-works/recovery-works-providers/recovery-residences/,"511 Madison Street, Fort Wayne, IN 46802",Recovery residence and structured recovery support. Exact services vary by provider.,"Call the provider directly for screening, fees, medication policy, and current openings.",,,Listed by Indiana DMHA as a Recovery Works recovery residence provider,Call to confirm current provider status and vacancy.,2026-08-02,https://www.in.gov/fssa/dmha/recovery-works/recovery-works-providers/recovery-residences/
IN013,Indiana,Fort Wayne,Fort Wayne,YWCA Northeast Indiana,Recovery housing and supportive services,"Women and families, depending on program",(260) 424 4908,,,https://ywcanein.org/,"5920 Decatur Road, Fort Wayne, IN 46816",Recovery residence and structured recovery support. Exact services vary by provider.,"Call the provider directly for screening, fees, medication policy, and current openings.",,,Listed by Indiana DMHA as a Recovery Works recovery residence provider,Call to confirm current provider status and vacancy.,2026-08-02,https://www.in.gov/fssa/dmha/recovery-works/recovery-works-providers/recovery-residences/
IN014,Indiana,Columbus,Columbus,Alliance for Substance Abuse Progress,Recovery residence and recovery support,Adults in recovery,(812) 418 8705,,,https://www.in.gov/fssa/dmha/recovery-works/recovery-works-providers/recovery-residences/,"1531 13th Street, Suite 1102, Columbus, IN 47201",Recovery residence and structured recovery support. Exact services vary by provider.,"Call the provider directly for screening, fees, medication policy, and current openings.",,,Listed by Indiana DMHA as a Recovery Works recovery residence provider,Call to confirm current provider status and vacancy.,2026-08-02,https://www.in.gov/fssa/dmha/recovery-works/recovery-works-providers/recovery-residences/
IN015,Indiana,Columbus,Columbus,Centerstone of Indiana,Recovery residence and treatment,Adults seeking treatment or recovery support,(812) 337 2440,,,https://centerstone.org/,"1680 Whitney Court, Columbus, IN 47203",Recovery residence and structured recovery support. Exact services vary by provider.,"Call the provider directly for screening, fees, medication policy, and current openings.",,,Listed by Indiana DMHA as a Recovery Works recovery residence provider,Call to confirm current provider status and vacancy.,2026-08-02,https://www.in.gov/fssa/dmha/recovery-works/recovery-works-providers/recovery-residences/
IN016,Indiana,Greenfield,Greenfield,Talitha Koum,Recovery residence,"Women, confirm with provider",(317) 525 7791,,,https://talithakoumtk.org/,"527 East Main Street, Greenfield, IN 46140",Recovery residence and structured recovery support. Exact services vary by provider.,"Call the provider directly for screening, fees, medication policy, and current openings.",,,Listed by Indiana DMHA as a Recovery Works recovery residence provider,Call to confirm current provider status and vacancy.,2026-08-02,https://www.in.gov/fssa/dmha/recovery-works/recovery-works-providers/recovery-residences/
IN017,Indiana,Corydon,Corydon,Genesis House for Women,Recovery residence,Women,(812) 225 5310,,,https://www.in.gov/fssa/dmha/recovery-works/recovery-works-providers/recovery-residences/,"500 North Capitol Avenue, Corydon, IN 47112",Recovery residence and structured recovery support. Exact services vary by provider.,"Call the provider directly for screening, fees, medication policy, and current openings.",,,Listed by Indiana DMHA as a Recovery Works recovery residence provider,Call to confirm current provider status and vacancy.,2026-08-02,https://www.in.gov/fssa/dmha/recovery-works/recovery-works-providers/recovery-residences/
IN018,Indiana,Columbus,Columbus,"VOA Fresh Start Recovery Center, Columbus",Residential recovery,"Parents and families affected by substance use, depending on program",(833) 659 4357,,,https://www.voaohin.org/program-directory/,"703 Washington Street, Columbus, IN 47201","Residential recovery, recovery housing, or reentry support as identified in the VOA program directory.",Call the access or facility number. Justice involved programs may require an agency referral.,,,Volunteers of America Ohio and Indiana,Call to confirm admission requirements and openings.,2026-08-02,https://www.voaohin.org/program-directory/
IN019,Indiana,Columbus,Columbus,"VOA Legacy House, Columbus",Supportive recovery housing,"Families in recovery, depending on program",(833) 659 4357,,,https://www.voaohin.org/program-directory/,"Columbus, IN","Residential recovery, recovery housing, or reentry support as identified in the VOA program directory.",Call the access or facility number. Justice involved programs may require an agency referral.,,,Volunteers of America Ohio and Indiana,Call to confirm admission requirements and openings.,2026-08-02,https://www.voaohin.org/program-directory/
IN020,Indiana,Evansville,Evansville,"VOA Fresh Start Recovery Center, Evansville",Residential recovery,"Parents and families affected by substance use, depending on program",(833) 659 4357,,,https://www.voaohin.org/program-directory/,"1351 West Buena Vista Road, Evansville, IN 47710","Residential recovery, recovery housing, or reentry support as identified in the VOA program directory.",Call the access or facility number. Justice involved programs may require an agency referral.,,,Volunteers of America Ohio and Indiana,Call to confirm admission requirements and openings.,2026-08-02,https://www.voaohin.org/program-directory/
IN021,Indiana,Evansville,Evansville,VOA Hope Hall,Halfway house and reentry,Justice involved adults,(812) 423 1949,,,https://www.voaohin.org/program-directory/,"811 East Franklin Street, Evansville, IN 47711","Residential recovery, recovery housing, or reentry support as identified in the VOA program directory.",Call the access or facility number. Justice involved programs may require an agency referral.,,,Volunteers of America Ohio and Indiana,Call to confirm admission requirements and openings.,2026-08-02,https://www.voaohin.org/program-directory/
IN022,Indiana,Indianapolis,Indianapolis,VOA Brandon Hall,Halfway house and reentry,"Justice involved adults and veterans, depending on placement",(463) 212 5012,,,https://www.voaohin.org/program-directory/,"611 North Capitol Avenue, Indianapolis, IN 46204","Residential recovery, recovery housing, or reentry support as identified in the VOA program directory.",Call the access or facility number. Justice involved programs may require an agency referral.,,,Volunteers of America Ohio and Indiana,Call to confirm admission requirements and openings.,2026-08-02,https://www.voaohin.org/program-directory/
IN023,Indiana,Indianapolis,Indianapolis,VOA Turning Point Recovery Center,Justice involved residential treatment,Men involved in the criminal justice system,(833) 659 4357,,,https://www.voaohin.org/program-directory/,"611 North Capitol Avenue, Indianapolis, IN 46206","Residential recovery, recovery housing, or reentry support as identified in the VOA program directory.",Call the access or facility number. Justice involved programs may require an agency referral.,,,Volunteers of America Ohio and Indiana,Call to confirm admission requirements and openings.,2026-08-02,https://www.voaohin.org/program-directory/
IN024,Indiana,Indianapolis,Indianapolis,"VOA Legacy House, Grimes Family Center",Supportive recovery housing,"Families in recovery, depending on program",(833) 659 4357,,,https://www.voaohin.org/program-directory/,"1435 South Mickley Avenue, Indianapolis, IN 46241","Residential recovery, recovery housing, or reentry support as identified in the VOA program directory.",Call the access or facility number. Justice involved programs may require an agency referral.,,,Volunteers of America Ohio and Indiana,Call to confirm admission requirements and openings.,2026-08-02,https://www.voaohin.org/program-directory/
IN025,Indiana,Plainfield,Plainfield,"VOA Legacy Recovery House, Plainfield",Supportive recovery housing,"Families in recovery, depending on program",(833) 659 4357,,,https://www.voaohin.org/program-directory/,"Plainfield, IN","Residential recovery, recovery housing, or reentry support as identified in the VOA program directory.",Call the access or facility number. Justice involved programs may require an agency referral.,,,Volunteers of America Ohio and Indiana,Call to confirm admission requirements and openings.,2026-08-02,https://www.voaohin.org/program-directory/
