resource_id,state,service_area,city,resource_name,category,population_served,phone_primary,phone_secondary,text_contact,website,address,services,eligibility_and_intake,cost_notes,mat_notes,certification_or_authority,availability_note,last_verified,source_url
RI013,Rhode Island,South County,Narragansett,Galilee Mission Outpatient and IOP,IOP treatment,Adults seeking outpatient or intensive outpatient addiction treatment,(401) 789-9390,,,https://www.galileemission.net/, ,"Outpatient, intensive outpatient, peer recovery, case management, and social services.",Call for screening and scheduling.,Ask about insurance and public funding.,,Rhode Island behavioral health provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://www.galileemission.net/
RI014,Rhode Island,South County,Narragansett,Galilee Mission Transitional and Sober Living,Sober living and transitional housing,Adults in recovery needing structured housing,(401) 789-9390,(401) 789-9390 ext. 127,,https://www.galileemission.net/, ,Transitional and sober living connected to recovery treatment and peer support.,"Call for screening, fees, medication policy, and vacancies.",,,RICARES listed recovery housing provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://www.galileemission.net/
RI015,Rhode Island,Providence area,Providence,The Providence Center Substance Use Services,Outpatient treatment,Adults with substance use or co-occurring mental health needs,(401) 276-4020,,,https://www.providencecenter.org/, ,"Assessment, outpatient treatment, medication support, recovery coaching, and residential referrals.",Call central intake.,"Accepts Medicaid, Medicare, and other coverage depending on service.",,Care New England community behavioral health provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://www.providencecenter.org/
RI016,Rhode Island,Providence area,Providence,The Providence Center Roads to Recovery,Women's residential recovery,Women with substance use and co-occurring needs,(401) 276-4020,,,https://www.providencecenter.org/services/substance-use-services, ,"Women-focused residential recovery, counseling, care coordination, and transition planning.",Call central intake for assessment and availability.,,,The Providence Center,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://www.providencecenter.org/services/substance-use-services
RI017,Rhode Island,East Providence and statewide intake,East Providence,Bold Steps Rhode Island,Private PHP and IOP,"Adults with substance use, mental health, or co-occurring conditions",(888) 440-4306,,,https://boldstepsri.com/,"989 Waterman Avenue, East Providence, RI 02914","Private partial hospitalization, intensive outpatient, outpatient, dual diagnosis, and trauma-informed treatment.",Call for a confidential assessment and insurance verification.,Commercial insurance and self-pay. Verify in-network status.,,Private behavioral health provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://boldstepsri.com/
RI018,Rhode Island,Johnston and statewide intake,Johnston,Ocean State Recovery Center,Private PHP and IOP,Adults seeking outpatient addiction and dual-diagnosis treatment,(401) 443-9071,,,https://oceanstaterecovery.org/,"1524 Atwood Avenue, Suite 244, Johnston, RI 02919","Private day treatment or PHP, IOP, outpatient treatment, recovery coaching, and alumni support.",Call admissions for assessment and insurance verification.,Private insurance and self-pay. Verify benefits.,,Joint Commission accredited provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://oceanstaterecovery.org/
RI019,Rhode Island,Warwick and statewide intake,Warwick,Rhode Island Addiction Treatment Centers,Private PHP and IOP,Adults with substance use and co-occurring mental health needs,(401) 398-5332,,,https://www.rhodeislandaddictiontreatmentcenters.com/,"110 Jefferson Boulevard, Warwick, RI 02888","Private PHP, IOP, virtual IOP, outpatient care, psychiatric services, and dual-diagnosis treatment.",Call for assessment and benefits verification.,Accepts many private plans and Rhode Island Medicaid according to provider information. Confirm.,Allows coordination with outside medication providers.,Joint Commission accredited provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://www.rhodeislandaddictiontreatmentcenters.com/
RI020,Rhode Island,Exeter and statewide intake,Exeter,Zinnia Health Exeter,Private residential and outpatient treatment,Adults seeking addiction and co-occurring treatment,(844) 871-0045,,,https://zinniahealth.com/locations/rhode-island/exeter,"251 Main Street, Exeter, RI 02822","Private detox, residential treatment, outpatient services, and aftercare planning.",Call admissions for clinical screening and insurance verification.,Commercial insurance and self-pay.,,Private accredited treatment provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://zinniahealth.com/locations/rhode-island/exeter
RI021,Rhode Island,Providence area,Providence,Amos House Recovery Residences,Certified recovery housing,"Adults in recovery, with program-specific houses",(401) 272-0220 ext. 202,,,https://amoshouse.com/, ,"Recovery housing, case management, employment support, meals, and community services.",Call for screening and availability.,Fees and funding vary by residence.,,RICARES certified provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://amoshouse.com/
RI022,Rhode Island,Multiple Rhode Island communities,,Access Care and Recovery,Private certified sober living,"Adults in recovery, with house-specific populations",(401) 659-4216,,,https://ricares.org/recovery-housing/, ,Certified recovery residence with structured sober living and peer accountability.,"Call for population served, fees, medication policy, and openings.",,,RICARES certified provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://ricares.org/recovery-housing/
RI023,Rhode Island,Providence area,Providence,OpenDoors Recovery Housing and Reentry Support,Recovery housing and reentry,Justice-involved adults and people in recovery,(401) 781-5808,,,https://opendoorsri.org/, ,"Recovery housing, reentry support, employment help, peer services, and community navigation.",Call for program screening and housing availability.,,,Rhode Island reentry and recovery nonprofit,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://opendoorsri.org/
RI024,Rhode Island,Multiple Rhode Island communities,,Peer Point Recovery Housing,Private certified sober living,"Adults in recovery, with house-specific populations",(401) 201-0942,,,https://ricares.org/recovery-housing/, ,Certified peer-oriented recovery housing.,"Call for screening, house expectations, fees, medication policy, and openings.",,,RICARES certified provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://ricares.org/recovery-housing/
RI025,Rhode Island,Multiple Rhode Island communities,,Next Steps Sober Living,Private certified sober living,"Adults in recovery, with house-specific populations",(401) 771-9426,,,https://ricares.org/recovery-housing/, ,Certified sober living with structure and recovery accountability.,Call for an interview and current vacancy.,,,RICARES certified provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://ricares.org/recovery-housing/
RI026,Rhode Island,Statewide,Providence,Rhode Island Legal Services,Legal help,Low-income Rhode Island residents with civil legal problems,(401) 274-2652,(800) 662-5034,,https://www.helprilaw.org/, ,"Civil legal aid involving housing, benefits, family, consumer, and selected reentry barriers.",Call or apply through the legal help website.,Free for eligible clients.,,Rhode Island nonprofit legal aid provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://www.helprilaw.org/
RI027,Rhode Island,Statewide,Cranston,Rhode Island Department of Corrections Reentry Services,Reentry planning,People preparing to leave state correctional custody and returning citizens,(401) 462-1000,,,https://doc.ri.gov/,"40 Howard Avenue, Cranston, RI 02920","Release planning, documents, benefits, treatment connections, housing referrals, supervision coordination, and employment preparation.",People in custody should work with institutional reentry staff. Community members may call for direction.,,,Rhode Island Department of Corrections,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://doc.ri.gov/
RI028,Rhode Island,Statewide,Cranston,Rhode Island Department of Labor and Training Career Services,Employment and training,"Job seekers, returning citizens, veterans, and employers",(401) 462-8000,,,https://dlt.ri.gov/individuals/career-services,"1511 Pontiac Avenue, Cranston, RI 02920","Job search, career centers, resume support, training referrals, apprenticeships, and unemployment navigation.",Call or locate a netWORKri career center.,Core job seeker services are free.,,Rhode Island Department of Labor and Training,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://dlt.ri.gov/individuals/career-services
RI029,Rhode Island,Statewide,Providence,Rhode Island Community Food Bank,Food and basic needs,People experiencing food insecurity,(401) 942-6325,,,https://rifoodbank.org/find-food/,"200 Niantic Avenue, Providence, RI 02907","Food pantry locator, statewide food distribution, and benefits referrals.",Use the food assistance map or call.,,,Feeding America member,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://rifoodbank.org/find-food/
RI030,Rhode Island,Statewide,,Rhode Island DMV Identification Card,Identification and documents,Rhode Island residents who need a state identification card,(401) 462-4368,,,https://dmv.ri.gov/licenses-permits-ids/state-id, ,"State ID application, document requirements, fees, renewals, and DMV locations.",Review required documents and apply at a DMV office.,,,Rhode Island Division of Motor Vehicles,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://dmv.ri.gov/licenses-permits-ids/state-id
