resource_id,state,service_area,city,resource_name,category,population_served,phone_primary,phone_secondary,text_contact,website,address,services,eligibility_and_intake,cost_notes,mat_notes,certification_or_authority,availability_note,last_verified,source_url
KY011,Kentucky,Grayson,Grayson,Genesis Recovery Center,Recovery Kentucky residential center,"Adults in recovery, confirm with center",(606) 898 2111,,,https://corrections.ky.gov/Facilities/halfway-houses/Pages/recoverykentucky.aspx,"400 C W Stevens Boulevard, Grayson, KY 41143","Long term residential recovery, peer support, life skills, employment preparation, and community reintegration.","Call the center directly for screening, referral requirements, and admission criteria.",,,Kentucky Recovery Kentucky program and Kentucky Department of Corrections,"Call to confirm current bed availability, population served, and whether a referral is required.",2026-08-02,https://corrections.ky.gov/Facilities/halfway-houses/Pages/recoverykentucky.aspx
KY012,Kentucky,Erlanger,Erlanger,Grateful Life Center,Recovery Kentucky residential center,"Men, confirm with center",(859) 359 4500,,,https://corrections.ky.gov/Facilities/halfway-houses/Pages/recoverykentucky.aspx,"305 Pleasure Isle Drive, Erlanger, KY 41018","Long term residential recovery, peer support, life skills, employment preparation, and community reintegration.","Call the center directly for screening, referral requirements, and admission criteria.",,,Kentucky Recovery Kentucky program and Kentucky Department of Corrections,"Call to confirm current bed availability, population served, and whether a referral is required.",2026-08-02,https://corrections.ky.gov/Facilities/halfway-houses/Pages/recoverykentucky.aspx
KY013,Kentucky,Emmalena,Emmalena,Hickory Hills Recovery Center,Recovery Kentucky residential center,"Adults in recovery, confirm with center",(606) 373 6143,,,https://corrections.ky.gov/Facilities/halfway-houses/Pages/recoverykentucky.aspx,"100 Recovery Way, Emmalena, KY 41740","Long term residential recovery, peer support, life skills, employment preparation, and community reintegration.","Call the center directly for screening, referral requirements, and admission criteria.",,,Kentucky Recovery Kentucky program and Kentucky Department of Corrections,"Call to confirm current bed availability, population served, and whether a referral is required.",2026-08-02,https://corrections.ky.gov/Facilities/halfway-houses/Pages/recoverykentucky.aspx
KY014,Kentucky,Richmond,Richmond,Liberty Place Recovery Center for Women,Recovery Kentucky residential center,Women,(859) 625 0104,,,https://corrections.ky.gov/Facilities/halfway-houses/Pages/recoverykentucky.aspx,"218 Lake Street, Richmond, KY 40475","Long term residential recovery, peer support, life skills, employment preparation, and community reintegration.","Call the center directly for screening, referral requirements, and admission criteria.",,,Kentucky Recovery Kentucky program and Kentucky Department of Corrections,"Call to confirm current bed availability, population served, and whether a referral is required.",2026-08-02,https://corrections.ky.gov/Facilities/halfway-houses/Pages/recoverykentucky.aspx
KY015,Kentucky,Bowling Green,Bowling Green,Men's Addiction Recovery Center,Recovery Kentucky residential center,Men,(270) 715 0810,,,https://corrections.ky.gov/Facilities/halfway-houses/Pages/recoverykentucky.aspx,"1791 River Street, Bowling Green, KY 42101","Long term residential recovery, peer support, life skills, employment preparation, and community reintegration.","Call the center directly for screening, referral requirements, and admission criteria.",,,Kentucky Recovery Kentucky program and Kentucky Department of Corrections,"Call to confirm current bed availability, population served, and whether a referral is required.",2026-08-02,https://corrections.ky.gov/Facilities/halfway-houses/Pages/recoverykentucky.aspx
KY016,Kentucky,Owensboro,Owensboro,Owensboro Regional Recovery Center,Recovery Kentucky residential center,"Adults in recovery, confirm with center",(270) 689 0905,,,https://corrections.ky.gov/Facilities/halfway-houses/Pages/recoverykentucky.aspx,"4301 Veech Road, Owensboro, KY 42303","Long term residential recovery, peer support, life skills, employment preparation, and community reintegration.","Call the center directly for screening, referral requirements, and admission criteria.",,,Kentucky Recovery Kentucky program and Kentucky Department of Corrections,"Call to confirm current bed availability, population served, and whether a referral is required.",2026-08-02,https://corrections.ky.gov/Facilities/halfway-houses/Pages/recoverykentucky.aspx
KY017,Kentucky,Somerset,Somerset,SKY Hope Recovery Center,Recovery Kentucky residential center,"Women, confirm with center",(606) 425 4787,,,https://corrections.ky.gov/Facilities/halfway-houses/Pages/recoverykentucky.aspx,"77 Union Street, Somerset, KY 42501","Long term residential recovery, peer support, life skills, employment preparation, and community reintegration.","Call the center directly for screening, referral requirements, and admission criteria.",,,Kentucky Recovery Kentucky program and Kentucky Department of Corrections,"Call to confirm current bed availability, population served, and whether a referral is required.",2026-08-02,https://corrections.ky.gov/Facilities/halfway-houses/Pages/recoverykentucky.aspx
KY018,Kentucky,Hopkinsville,Hopkinsville,Trilogy Center for Women,Recovery Kentucky residential center,Women,(270) 885 2902,,,https://corrections.ky.gov/Facilities/halfway-houses/Pages/recoverykentucky.aspx,"100 Trilogy Avenue, Hopkinsville, KY 42240","Long term residential recovery, peer support, life skills, employment preparation, and community reintegration.","Call the center directly for screening, referral requirements, and admission criteria.",,,Kentucky Recovery Kentucky program and Kentucky Department of Corrections,"Call to confirm current bed availability, population served, and whether a referral is required.",2026-08-02,https://corrections.ky.gov/Facilities/halfway-houses/Pages/recoverykentucky.aspx
KY019,Kentucky,Henderson,Henderson,Women's Addiction Recovery Manor,Recovery Kentucky residential center,Women,(270) 826 0036,,,https://corrections.ky.gov/Facilities/halfway-houses/Pages/recoverykentucky.aspx,"56 North McKinley Street, Henderson, KY 42420","Long term residential recovery, peer support, life skills, employment preparation, and community reintegration.","Call the center directly for screening, referral requirements, and admission criteria.",,,Kentucky Recovery Kentucky program and Kentucky Department of Corrections,"Call to confirm current bed availability, population served, and whether a referral is required.",2026-08-02,https://corrections.ky.gov/Facilities/halfway-houses/Pages/recoverykentucky.aspx
KY020,Kentucky,Northern Kentucky,Elsmere,Clean Rooms,Recovery housing,Men,(859) 888 5470,,,https://www.chfs.ky.gov/agencies/dbhdid/Documents/NARR%20Certified%20Houses%2010.22.25.pdf, ,Structured recovery housing in Northern Kentucky.,Call for screening and current openings.,,Consult the provider about accepted medications.,"Listed in the Kentucky NARR certified houses directory dated October 22, 2025","Directory entry is dated October 22, 2025. Verify current certification and vacancy before posting as available.",2026-08-02,https://www.chfs.ky.gov/agencies/dbhdid/Documents/NARR%20Certified%20Houses%2010.22.25.pdf
KY021,Kentucky,Northern Kentucky and Greater Cincinnati,Ludlow,New Foundations Transitional Living,Transitional recovery housing,Men,(513) 813 2787,,,https://nftl.org/transitional-living/, ,Transitional living and recovery support for men.,"Call for screening, fees, rules, and current openings.",,,"Listed in the Kentucky NARR certified houses directory dated October 22, 2025",Verify current certification and opening directly with the provider.,2026-08-02,https://nftl.org/transitional-living/
KY022,Kentucky,Louisville,Louisville,House of Hope Kentucky,Recovery housing,Women,(502) 551 4270,,,https://www.houseofhopeky.org/, ,Recovery housing and structured support for women.,Call or use the provider contact form for screening and admission details.,,,"Listed in the Kentucky NARR certified houses directory dated October 22, 2025","Call to confirm current certification, fees, and openings.",2026-08-02,https://www.houseofhopeky.org/
KY023,Kentucky,Multiple Kentucky communities,,Isaiah House Transitional Living,Transitional recovery housing,"Men and women, depending on location",(859) 375 9200,,,https://www.isaiah-house.org/transitional-living/, ,"Transitional living, recovery support, employment support, and continued care after treatment.",Call for location specific screening and eligibility.,,,"Listed in the Kentucky NARR certified houses directory dated October 22, 2025",Locations and openings vary. Confirm the appropriate program directly.,2026-08-02,https://www.isaiah-house.org/transitional-living/
KY024,Kentucky,Lexington,Lexington,Chrysalis House Serenity Apartments,Recovery housing,"Women, including women with children depending on program",(800) 713 0954,,,https://www.chrysalishouse.org/services/recovery-housing/, ,Recovery housing and supportive services for women and families affected by substance use.,Call for screening and program specific eligibility.,,,"Listed in the Kentucky NARR certified houses directory dated October 22, 2025",Call or check the linked directory to confirm current openings and eligibility.,2026-08-02,https://www.chrysalishouse.org/services/recovery-housing/
KY025,Kentucky,Lexington,Lexington,Perfect Imperfections Kentucky,Supportive recovery housing,"Men, women, and couples, depending on house",(859) 693 6089,,,https://findhelpnow.org/ky/recoveryhousing, ,Structured supportive recovery housing with accountability and community support.,Use Find Help Now Kentucky to locate the current house listing and call for screening.,,,KRHN certified listings appear in Find Help Now Kentucky,Use the live Find Help Now listing to confirm the correct house phone and current opening.,2026-08-02,https://findhelpnow.org/ky/recoveryhousing
KY026,Kentucky,Danville,Danville,All Together Recovery,Recovery housing,Men,(270) 250 2927,,,https://alltogetherrecovery.com/, ,NARR Level 2 recovery housing and recovery support.,"Call for screening, fees, medication policy, and current openings.",,The October 2025 state directory listed acceptance of all forms of medication for addiction treatment.,"Listed in the Kentucky NARR certified houses directory dated October 22, 2025",Verify current certification and openings.,2026-08-02,https://alltogetherrecovery.com/
