resource_id,state,service_area,city,resource_name,category,population_served,phone_primary,phone_secondary,text_contact,website,address,services,eligibility_and_intake,cost_notes,mat_notes,certification_or_authority,availability_note,last_verified,source_url
VA011,Virginia,Statewide,Richmond,Federation of Virginia Food Banks,Food and basic needs,People experiencing food insecurity,,,,https://vafoodbanks.org/find-your-food-bank/, ,Statewide food bank and pantry locator with regional assistance.,Use the regional food bank finder or call 211 Virginia.,,,Federation of Virginia Food Banks,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://vafoodbanks.org/find-your-food-bank/
VA012,Virginia,Statewide,,Virginia 988 and Behavioral Health Crisis Services,Mental health crisis,"Anyone experiencing a mental health, substance use, or emotional crisis",988,,Text 988,https://988va.org/, ,"Crisis counseling, safety planning, mobile crisis connection, and local behavioral health referrals.",Call or text 988.,Free and confidential.,,Virginia behavioral health crisis system,"Available 24 hours a day, 7 days a week.",2026-08-03,https://988va.org/
VA013,Virginia,Greater Richmond,Richmond,CARITAS Recovery Residences,Certified recovery housing,"Men, women, and LGBTQ-friendly adults in recovery",(804) 801-5082,(804) 358-0964,,https://caritasva.org/recovery-residences/,"2220 Stockton Street, Richmond, VA 23224","VARR-certified apartments, peer support, workforce connection, budgeting, recovery meetings, and long-term community support.",Call the residence coordinator or complete the online application.,$350 move-in fee; published weekly rates vary by room type.,MAT capable.,VARR certified,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://caritasva.org/recovery-residences/
VA014,Virginia,Greater Richmond,Richmond,McShin Foundation Recovery Residences,Certified recovery housing,Men and women in recovery,(804) 249-1845,,,https://mcshin.org/, ,"Level 2 and Level 3 recovery housing, peer recovery support, community engagement, and reentry connections.","Call for screening, population match, fees, and vacancy.",,MAT capable.,VARR accredited,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://mcshin.org/
VA015,Virginia,Greater Richmond,Richmond,True Recovery RVA,Certified recovery housing,Men and women in recovery,(833) 878-3732,,,https://truerecoveryrva.com/, ,"Level 2 and Level 3 recovery housing, peer support, multiple recovery pathways, and community integration.",Call or email for screening and availability.,,MAT and MOUD capable.,VARR accredited,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://truerecoveryrva.com/
VA016,Virginia,Hampton Roads,Chesapeake,Sober Living 757,Certified women's sober living,Women in recovery,(757) 288-7560,,,https://www.soberliving757.com/, ,"Level 2 sober living, peer support, accountability, and community resources.",Call for an interview and vacancy.,Self-pay. Request current rates.,MAT capable.,VARR accredited,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://www.soberliving757.com/
VA017,Virginia,Martinsville area,Martinsville,Starfish Recovery and Wellness,Certified recovery housing,"Men, women, and women with children",,,,https://varronline.org/accredited-residences-2/, ,Level 2 housing and Level 3 housing for women and children with structured recovery support.,Use the VARR listing to contact the operator and confirm openings.,,MAT capable.,VARR accredited,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://varronline.org/accredited-residences-2/
VA018,Virginia,Greater Richmond,Richmond,Journey House Recovery,Certified recovery housing,Men and women in recovery,(804) 201-8060,,,https://journeyhouserecovery.org/, ,"Level 2 recovery housing, accountability, peer support, and community integration.",Call for screening and availability.,Self-pay.,MAT capable.,VARR accredited,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://journeyhouserecovery.org/
VA019,Virginia,Greater Richmond,Richmond,Urban Recovery RVA,Certified recovery housing,"Adults in recovery, including Black, Brown, and other special populations",(804) 997-1650,,,https://varronline.org/accredited-residences-2/, ,Level 2 recovery housing with recovery management and culturally responsive peer support.,Call the operator through the VARR listing.,,MAT capable.,VARR accredited,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://varronline.org/accredited-residences-2/
VA020,Virginia,Greater Richmond,Richmond,MindSET Sober Living,Certified sober living and reentry housing,Men in recovery and returning citizens,(804) 852-9234,,,https://varronline.org/accredited-residences-2/, ,"Level 2 sober living, mentorship, life skills, recovery accountability, and reentry guidance.",Call for screening and vacancy.,Self-pay.,,VARR accredited,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://varronline.org/accredited-residences-2/
VA021,Virginia,Williamsburg and Hampton Roads,Williamsburg,Farley Center PHP and IOP,Private PHP and IOP,Adults seeking addiction and co-occurring treatment,(888) 707-3220,,,https://farleycenter.com/,"5477 Mooretown Road, Williamsburg, VA 23188","Private detox, residential treatment, partial hospitalization, intensive outpatient, virtual IOP, military IOP, and continuing care.",Call admissions for a free assessment and insurance verification.,Most major commercial insurance plans accepted. Verify coverage.,,Private accredited addiction provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://farleycenter.com/
VA022,Virginia,Hampton Roads,Hampton,Farley Center Hampton Outpatient,Private IOP,Adults seeking outpatient addiction treatment,(888) 707-3220,,,https://farleycenter.com/,"2208 Executive Drive, Suite B, Hampton, VA 23666","Intensive outpatient, virtual IOP, assessment, family support, and continuing care.",Call admissions.,Commercial insurance and self-pay.,,Farley Center,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://farleycenter.com/
VA023,Virginia,Hampton Roads,Norfolk,Farley Center Norfolk Outpatient,Private IOP,Adults seeking outpatient addiction treatment,(888) 707-3220,,,https://farleycenter.com/,"6350 Center Drive, Suite 102, Norfolk, VA 23502","Intensive outpatient, virtual IOP, assessment, family support, and continuing care.",Call admissions.,Commercial insurance and self-pay.,,Farley Center,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://farleycenter.com/
VA024,Virginia,Greater Richmond and Hampton Roads,Glen Allen,Master Center Intensive Outpatient Program,IOP and medication treatment,Adults with substance use and co-occurring psychiatric conditions,(804) 332-5950,(888) 879-6226,,https://mastercenter.com/services/intensive-outpatient-program-iop/,"4212 Park Place Court, Glen Allen, VA 23060","Evening IOP, addiction medicine, psychiatry, recovery coaching, outpatient care, and telehealth.",Call for same-day appointment availability.,Accepts most insurance plans.,Medication for addiction treatment and psychiatric medication management are available.,Virginia addiction medicine provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://mastercenter.com/services/intensive-outpatient-program-iop/
VA025,Virginia,Northern Virginia,Reston,Sandstone Care Reston PHP and IOP,Private PHP and IOP,"Teens and young adults with substance use, mental health, trauma, or dual-diagnosis needs",(703) 260-9359,(888) 850-1890,,https://www.sandstonecare.com/reston-drug-rehab/,"11415 Isaac Newton Square South, Reston, VA 20190","Partial hospitalization, intensive outpatient, assessments, family therapy, and parent support.",Call for assessment and insurance verification.,Accepts major commercial insurance. Verify benefits.,,Private behavioral health provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://www.sandstonecare.com/reston-drug-rehab/
VA026,Virginia,Northern Virginia,Alexandria,Sandstone Care Fairfax Mental Health Center,Private PHP and IOP,"Teens, young adults, and families with mental health and substance use needs",(571) 946-5802,(888) 850-1890,,https://www.sandstonecare.com/virginia/,"5400 Shawnee Road, Suite 105, Alexandria, VA 22312","Partial hospitalization, intensive outpatient, assessments, family therapy, and medication coordination.",Call for assessment.,Commercial insurance.,,Private behavioral health provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://www.sandstonecare.com/virginia/
VA027,Virginia,Northern Virginia,Fairfax,Sandstone Care Virginia Continuum,"Private PHP, IOP, and transitional care","Teens, young adults, adults, and families",(703) 397-8450,(888) 850-1890,,https://www.sandstonecare.com/virginia/,"13132 Pennypacker Lane, Fairfax, VA 22033","Detox, partial hospitalization, intensive outpatient, assessments, dual-diagnosis care, and transitional support.",Call for placement assessment.,Commercial insurance. Verify benefits.,,Private behavioral health provider,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://www.sandstonecare.com/virginia/
VA028,Virginia,Richmond region,Richmond,Central Virginia VA Health Care SUD Programs,Veterans IOP and residential treatment,Eligible veterans,(804) 675-5000,,,https://www.va.gov/directory/guide/state_SUD.cfm?STATE=VA,"1201 Broad Rock Boulevard, Richmond, VA 23249","SUD intensive outpatient, opioid treatment, residential treatment, and standard outpatient care.",Contact the VA mental health or substance use program. VA eligibility rules apply.,VA benefits.,Opioid treatment program available.,U.S. Department of Veterans Affairs,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://www.va.gov/directory/guide/state_SUD.cfm?STATE=VA
VA029,Virginia,Hampton Roads,Hampton,Hampton VA SUD Intensive Outpatient,Veterans IOP and residential treatment,Eligible veterans,(757) 722-9961,,,https://www.va.gov/directory/guide/state_SUD.cfm?STATE=VA,"100 Emancipation Drive, Hampton, VA 23667","SUD intensive outpatient, standard outpatient, and residential treatment.",Contact the VA mental health clinic. VA eligibility rules apply.,VA benefits.,,U.S. Department of Veterans Affairs,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://www.va.gov/directory/guide/state_SUD.cfm?STATE=VA
VA030,Virginia,Southwest Virginia,Salem,Salem VA SUD Residential and Outpatient,Veterans residential and outpatient treatment,Eligible veterans,(540) 982-2463,,,https://www.va.gov/directory/guide/state_SUD.cfm?STATE=VA,"1970 Roanoke Boulevard, Salem, VA 24153",Residential rehabilitation and standard outpatient substance use treatment.,Call intake through the VA medical center.,VA benefits.,,U.S. Department of Veterans Affairs,"Call or check the linked page to confirm current hours, openings, insurance, and eligibility.",2026-08-03,https://www.va.gov/directory/guide/state_SUD.cfm?STATE=VA
